payment_id,order_id,invoice_reference,payment_date,amount,currency,method,status,customer_name,description
pay_000236,order_0100237,INV 0234,2026-07-17,2068400,INR,card,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000237,order_0100238,INV-0235,2026-08-23,743000,INR,netbanking,captured,SilverOak Education,Payment for SilverOak Education
pay_000238,order_0100239,INV-0236,2026-07-31,72700,INR,card,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000239,order_0100240,INV-0237,2026-09-05,66500,INR,upi,captured,Vertex Components,Payment for Vertex Components
pay_000240,order_0100241,INV-0238,2026-08-27,201676,INR,upi,captured,Vertex Components,Payment for Vertex Components
pay_000241,order_0100242,INV-0238,2026-09-08,283624,INR,upi,captured,Vertex Components,Payment for Vertex Components
pay_000242,order_0100243,INV-0239,2026-07-26,21200,INR,upi,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000243,order_0100244,INV 0240,2026-08-14,148954,INR,netbanking,captured,Nova Technologies,Payment for Nova Technologies
pay_000244,order_0100245,INV-0240,2026-08-19,206746,INR,upi,captured,Nova Technologies,Payment for Nova Technologies
pay_000245,order_0100246,INV-0241,2026-07-06,488500,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000246,order_0100247,INV 0242,2026-08-07,112400,INR,netbanking,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000247,order_0100248,INV-0243,2026-08-16,28300,INR,card,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000248,order_0100249,INV 0244,2026-09-26,215694,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000249,order_0100250,0244,2026-08-12,132706,INR,netbanking,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000250,order_0100251,INV-0245,2026-08-31,28200,INR,upi,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000251,order_0100252,INV-0246,2026-08-05,29500,INR,netbanking,captured,Sunrise Health,Payment for Sunrise Health
pay_000252,order_0100253,INV-0248,2026-08-12,1182792,INR,upi,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000253,order_0100254,INV-0248,2026-08-13,846808,INR,card,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000254,order_0100255,INV-0249,2026-07-03,65800,INR,card,captured,Sunrise Health,Payment for Sunrise Health
pay_000255,order_0100256,INV-0250,2026-07-25,461400,INR,card,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000256,order_0100257,INV-0251,2026-07-24,1698500,INR,card,captured,SilverOak Education,Payment for SilverOak Education
pay_000257,order_0100258,INV-0252,2026-07-15,740900,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000258,order_0100259,INV-0254,2026-08-17,88000,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000259,order_0100260,INV-0255,2026-08-08,1591300,INR,netbanking,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000260,order_0100261,INV-0256,2026-09-04,87600,INR,card,captured,Nova Technologies,Payment for Nova Technologies
pay_000261,order_0100262,INV-0257,2026-09-22,2170200,INR,card,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000262,order_0100263,INV-0258,2026-08-05,859100,INR,upi,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000263,order_0100264,INV-0259,2026-09-12,64200,INR,netbanking,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000264,order_0100265,INV-0260,2026-08-24,72200,INR,card,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000265,order_0100266,INV 0261,2026-07-21,1527900,INR,upi,captured,Vijay Traders,Payment for Vijay Traders
pay_000266,order_0100267,INV-0262,2026-08-28,30800,INR,upi,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000267,order_0100268,INV-0264,2026-10-08,1366200,INR,netbanking,captured,Sunrise Health,Payment for Sunrise Health
pay_000268,order_0100269,INV-0265,2026-08-11,498500,INR,netbanking,captured,Vijay Traders,Payment for Vijay Traders
pay_000269,order_0100270,INV-0266,2026-09-01,242800,INR,card,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000270,order_0100271,INV-0267,2026-10-08,241300,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000271,order_0100272,INV-0268,2026-08-12,73500,INR,netbanking,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000272,order_0100273,INV-0269,2026-08-06,45500,INR,netbanking,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000273,order_0100274,INV-0270,2026-09-21,828300,INR,upi,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000274,order_0100275,INV-0271,2026-07-17,1017500,INR,upi,captured,Sunrise Health,Payment for Sunrise Health
pay_000275,order_0100276,INV 0272,2026-10-06,181600,INR,card,captured,Vertex Components,Payment for Vertex Components
pay_000276,order_0100277,,2026-09-16,16312,INR,upi,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000277,order_0100278,INV-0273,2026-09-03,18288,INR,card,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000278,order_0100279,INV-0275,2026-09-16,10048,INR,card,captured,SilverOak Education,Payment for SilverOak Education
pay_000279,order_0100280,INV-0275,2026-09-22,8852,INR,netbanking,captured,SilverOak Education,Payment for SilverOak Education
pay_000280,order_0100281,INV 0276,2026-08-15,27133,INR,upi,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000281,order_0100282,INV-0276,2026-09-04,40667,INR,card,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000282,order_0100283,INV-0277,2026-08-10,166500,INR,upi,captured,Sunrise Health,Payment for Sunrise Health
pay_000283,order_0100284,INV-0278,2026-08-24,69000,INR,card,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000284,order_0100285,INV 0279,2026-08-29,784200,INR,netbanking,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000285,order_0100286,INV-0280,2026-07-15,201600,INR,netbanking,captured,Nova Technologies,Payment for Nova Technologies
pay_000286,order_0100287,,2026-09-29,26400,INR,card,captured,Sunrise Health,Payment for Sunrise Health
pay_000287,order_0100288,INV-0282,2026-08-22,148400,INR,card,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000288,order_0100289,INV-0283,2026-08-11,475200,INR,upi,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000289,order_0100290,,2026-08-21,185655,INR,card,captured,Vijay Traders,Payment for Vijay Traders
pay_000290,order_0100291,0284,2026-08-08,220545,INR,netbanking,captured,Vijay Traders,Payment for Vijay Traders
pay_000291,order_0100292,INV-0285,2026-10-03,81000,INR,netbanking,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000292,order_0100293,INV-0286,2026-09-13,16619,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000293,order_0100294,INV-0286,2026-09-13,14781,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000294,order_0100295,INV-0287,2026-07-14,100438,INR,upi,captured,Northstar Foods,Payment for Northstar Foods
pay_000295,order_0100296,INV-0287,2026-07-30,60862,INR,card,captured,Northstar Foods,Payment for Northstar Foods
pay_000296,order_0100297,INV-0288,2026-07-17,2172300,INR,upi,captured,Sunrise Health,Payment for Sunrise Health
pay_000297,order_0100298,INV-0289,2026-08-31,1346125,INR,card,captured,Sunrise Health,Payment for Sunrise Health
pay_000298,order_0100299,INV-0289,2026-08-09,984875,INR,netbanking,captured,Sunrise Health,Payment for Sunrise Health
pay_000299,order_0100300,INV-0290,2026-09-01,53000,INR,card,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000300,order_0100301,INV-0291,2026-09-05,726100,INR,upi,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000301,order_0100302,INV-0293,2026-09-24,44100,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000302,order_0100303,INV-0294,2026-07-31,60100,INR,card,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000303,order_0100304,INV-0295,2026-07-17,2284000,INR,card,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000304,order_0100305,INV-0297,2026-08-27,18800,INR,netbanking,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000305,order_0100306,INV-0298,2026-07-16,70600,INR,upi,captured,Northstar Foods,Payment for Northstar Foods
pay_000306,order_0100307,INV-0299,2026-08-08,51100,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000307,order_0100308,INV-0300,2026-08-02,70600,INR,card,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000308,order_0100309,INV-0301,2026-08-13,55300,INR,netbanking,captured,Nova Technologies,Payment for Nova Technologies
pay_000309,order_0100310,INV-0302,2026-08-12,104747,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000310,order_0100311,INV-0302,2026-09-21,136253,INR,upi,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000311,order_0100312,INV-0303,2026-08-11,2262600,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000312,order_0100313,INV-0305,2026-08-15,204400,INR,upi,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000313,order_0100314,INV-0306,2026-08-08,20300,INR,card,captured,Vertex Components,Payment for Vertex Components
pay_000314,order_0100315,INV-0307,2026-08-24,49600,INR,card,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000315,order_0100316,INV-0309,2026-07-16,751648,INR,card,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000316,order_0100317,0309,2026-08-27,418452,INR,upi,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000317,order_0100318,INV-0310,2026-07-24,318500,INR,netbanking,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000318,order_0100319,INV-0311,2026-09-29,235755,INR,card,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000319,order_0100320,0311,2026-10-09,193045,INR,card,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000320,order_0100321,INV-0312,2026-09-06,68800,INR,netbanking,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000321,order_0100322,INV-0313,2026-09-15,47800,INR,card,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000322,order_0100323,INV-0314,2026-09-11,486400,INR,netbanking,captured,SilverOak Education,Payment for SilverOak Education
pay_000323,order_0100324,INV-0315,2026-08-24,48600,INR,card,captured,Sunrise Health,Payment for Sunrise Health
pay_000324,order_0100325,INV 0316,2026-08-07,31800,INR,netbanking,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000325,order_0100326,INV-0317,2026-08-30,18100,INR,upi,captured,Northstar Foods,Payment for Northstar Foods
pay_000326,order_0100327,INV-0318,2026-08-28,2083300,INR,netbanking,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000327,order_0100328,INV-0319,2026-09-24,316800,INR,upi,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000328,order_0100329,INV-0320,2026-09-27,45400,INR,netbanking,captured,SilverOak Education,Payment for SilverOak Education
pay_000329,order_0100330,INV-0321,2026-08-26,27000,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000330,order_0100331,INV-0322,2026-08-03,23700,INR,upi,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000331,order_0100332,INV 0323,2026-08-30,19400,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000332,order_0100333,INV-0324,2026-09-09,32400,INR,upi,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000333,order_0100334,INV-0325,2026-09-17,271462,INR,upi,captured,Vertex Components,Payment for Vertex Components
pay_000334,order_0100335,INV-0325,2026-09-26,207038,INR,netbanking,captured,Vertex Components,Payment for Vertex Components
pay_000335,order_0100336,INV-0327,2026-07-23,55300,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000336,order_0100337,INV-0328,2026-08-24,27800,INR,netbanking,captured,SilverOak Education,Payment for SilverOak Education
pay_000337,order_0100338,INV-0329,2026-07-22,443500,INR,netbanking,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000338,order_0100339,INV 0330,2026-08-27,1395600,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000339,order_0100340,INV 0331,2026-08-06,2419700,INR,netbanking,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000340,order_0100341,INV 0332,2026-07-25,1005300,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000341,order_0100342,INV-0334,2026-08-09,1114000,INR,upi,captured,Sunrise Health,Payment for Sunrise Health
pay_000342,order_0100343,INV 0335,2026-09-06,20600,INR,upi,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000343,order_0100344,INV 0336,2026-08-22,18300,INR,upi,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000344,order_0100345,INV-0337,2026-09-07,66600,INR,card,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000345,order_0100346,INV-0338,2026-08-21,168400,INR,upi,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000346,order_0100347,INV-0339,2026-08-25,1308000,INR,upi,captured,Sunrise Health,Payment for Sunrise Health
pay_000347,order_0100348,INV-0340,2026-08-15,41849,INR,netbanking,captured,Vijay Traders,Payment for Vijay Traders
pay_000348,order_0100349,INV-0340,2026-08-12,60851,INR,netbanking,captured,Vijay Traders,Payment for Vijay Traders
pay_000349,order_0100350,INV-0341,2026-09-28,57100,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000350,order_0100351,INV-0342,2026-09-06,172700,INR,upi,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000351,order_0100352,INV 0343,2026-10-06,1567800,INR,card,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000352,order_0100353,INV-0344,2026-07-30,87700,INR,netbanking,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000353,order_0100354,INV 0345,2026-07-29,23300,INR,netbanking,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000354,order_0100355,INV-0346,2026-09-29,47100,INR,upi,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000355,order_0100356,INV-0347,2026-10-08,2459300,INR,upi,captured,Nova Technologies,Payment for Nova Technologies
pay_000356,order_0100357,INV-0348,2026-08-09,31900,INR,upi,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000357,order_0100358,INV-0350,2026-09-23,40500,INR,netbanking,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000358,order_0100359,INV-0351,2026-08-11,59100,INR,netbanking,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000359,order_0100360,INV 0352,2026-08-04,25500,INR,netbanking,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000360,order_0100361,INV-0353,2026-08-09,1177800,INR,card,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000361,order_0100362,INV 0354,2026-08-09,26100,INR,netbanking,captured,Northstar Foods,Payment for Northstar Foods
pay_000362,order_0100363,INV-0355,2026-08-22,87600,INR,netbanking,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000363,order_0100364,,2026-09-03,51800,INR,card,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000364,order_0100365,INV 0357,2026-08-18,1146500,INR,card,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000365,order_0100366,INV 0358,2026-07-15,23200,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000366,order_0100367,INV-0359,2026-08-18,287400,INR,card,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000367,order_0100368,INV-0360,2026-08-20,33200,INR,card,captured,Sunrise Health,Payment for Sunrise Health
pay_000368,order_0100369,INV-0361,2026-08-12,25600,INR,upi,captured,SilverOak Education,Payment for SilverOak Education
pay_000369,order_0100370,INV-0362,2026-07-28,45900,INR,upi,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000370,order_0100371,INV-0363,2026-08-18,1108600,INR,upi,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000371,order_0100372,INV-0364,2026-09-08,48500,INR,netbanking,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000372,order_0100373,INV-0365,2026-08-16,88700,INR,netbanking,captured,SilverOak Education,Payment for SilverOak Education
pay_000373,order_0100374,INV-0366,2026-08-15,1861900,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000374,order_0100375,INV-0367,2026-08-11,54900,INR,netbanking,captured,Northstar Foods,Payment for Northstar Foods
pay_000375,order_0100376,INV 0368,2026-09-05,32400,INR,upi,captured,Nova Technologies,Payment for Nova Technologies
pay_000376,order_0100377,,2026-09-25,636300,INR,netbanking,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000377,order_0100378,INV 0370,2026-07-18,113200,INR,upi,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000378,order_0100379,INV-0371,2026-08-20,79700,INR,upi,captured,SilverOak Education,Payment for SilverOak Education
pay_000379,order_0100380,INV-0372,2026-09-03,72300,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000380,order_0100381,,2026-07-16,57900,INR,card,captured,SilverOak Education,Payment for SilverOak Education
pay_000381,order_0100382,INV-0374,2026-08-16,32600,INR,upi,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000382,order_0100383,INV-0375,2026-09-04,54100,INR,netbanking,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000383,order_0100384,INV 0376,2026-08-11,158200,INR,card,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000384,order_0100385,INV-0377,2026-08-15,805000,INR,netbanking,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000385,order_0100386,INV-0378,2026-09-04,14821,INR,upi,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000386,order_0100387,0378,2026-09-09,14779,INR,netbanking,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000387,order_0100388,INV-0379,2026-08-19,29700,INR,card,captured,SilverOak Education,Payment for SilverOak Education
pay_000388,order_0100389,INV-0380,2026-07-24,209900,INR,upi,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000389,order_0100390,INV-0381,2026-08-26,26700,INR,card,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000390,order_0100391,INV-0382,2026-09-18,1017600,INR,netbanking,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000391,order_0100392,INV-0383,2026-07-18,34600,INR,upi,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000392,order_0100393,INV-0384,2026-08-17,35000,INR,netbanking,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000393,order_0100394,INV-0385,2026-09-09,28900,INR,upi,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000394,order_0100395,INV-0386,2026-08-03,31200,INR,netbanking,captured,Northstar Foods,Payment for Northstar Foods
pay_000395,order_0100396,INV-0387,2026-07-14,1250200,INR,card,captured,SilverOak Education,Payment for SilverOak Education
pay_000396,order_0100397,INV-0388,2026-07-19,58800,INR,card,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000397,order_0100398,INV 0389,2026-08-19,34400,INR,upi,captured,SilverOak Education,Payment for SilverOak Education
pay_000398,order_0100399,INV 0390,2026-09-07,996000,INR,card,captured,Nova Technologies,Payment for Nova Technologies
pay_000399,order_0100400,INV-0391,2026-09-09,20200,INR,upi,captured,Sunrise Health,Payment for Sunrise Health
pay_000400,order_0100401,INV-0392,2026-08-16,157200,INR,netbanking,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000401,order_0100402,INV-0393,2026-08-13,83400,INR,upi,captured,Vijay Traders,Payment for Vijay Traders
pay_000402,order_0100403,INV 0394,2026-07-23,1284200,INR,card,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000403,order_0100404,INV-0395,2026-08-05,46317,INR,card,captured,Vijay Traders,Payment for Vijay Traders
pay_000404,order_0100405,INV-0395,2026-08-08,58583,INR,upi,captured,Vijay Traders,Payment for Vijay Traders
pay_000405,order_0100406,INV-0397,2026-07-14,43400,INR,netbanking,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000406,order_0100407,INV-0398,2026-08-30,2141800,INR,netbanking,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000407,order_0100408,INV-0400,2026-09-07,359800,INR,upi,captured,Nova Technologies,Payment for Nova Technologies
pay_000408,order_0100409,INV 0401,2026-08-31,19400,INR,netbanking,captured,Brightline Logistics,Payment for Brightline Logistics
pay_000409,order_0100410,INV-0402,2026-08-03,35000,INR,upi,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000410,order_0100411,INV-0403,2026-08-23,490300,INR,netbanking,captured,Nova Technologies,Payment for Nova Technologies
pay_000411,order_0100412,INV-0404,2026-08-24,468500,INR,netbanking,captured,Nova Technologies,Payment for Nova Technologies
pay_000412,order_0100413,INV-0405,2026-08-16,24700,INR,netbanking,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000413,order_0100414,INV-0406,2026-08-04,332100,INR,netbanking,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000414,order_0100415,0407,2026-07-13,9750,INR,netbanking,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000415,order_0100416,INV-0407,2026-07-08,14050,INR,netbanking,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000416,order_0100417,INV-0409,2026-08-20,201600,INR,card,captured,SilverOak Education,Payment for SilverOak Education
pay_000417,order_0100418,INV-0410,2026-08-29,65700,INR,upi,captured,Northstar Foods,Payment for Northstar Foods
pay_000418,order_0100419,INV-0411,2026-08-05,290500,INR,upi,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000419,order_0100420,INV 0412,2026-08-12,219400,INR,upi,captured,Metro Office Systems,Payment for Metro Office Systems
pay_000420,order_0100421,INV-0413,2026-08-17,89700,INR,card,captured,Vijay Traders,Payment for Vijay Traders
pay_000421,order_0100422,INV-0414,2026-08-01,241800,INR,card,captured,Vertex Components,Payment for Vertex Components
pay_000422,order_0100423,INV 0415,2026-09-03,1280400,INR,netbanking,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000423,order_0100424,INV-0416,2026-07-26,1258400,INR,card,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000424,order_0100425,INV-0417,2026-08-10,937400,INR,upi,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000425,order_0100426,INV-0418,2026-07-13,153500,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000426,order_0100427,INV-0419,2026-10-24,56200,INR,netbanking,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000427,order_0100428,,2026-07-26,1973100,INR,card,captured,Vijay Traders,Payment for Vijay Traders
pay_000428,order_0100429,INV-0421,2026-08-14,123702,INR,upi,captured,Northstar Foods,Payment for Northstar Foods
pay_000429,order_0100430,INV-0421,2026-08-25,102498,INR,netbanking,captured,Northstar Foods,Payment for Northstar Foods
pay_000430,order_0100431,INV-0422,2026-07-19,42000,INR,upi,captured,Northstar Foods,Payment for Northstar Foods
pay_000431,order_0100432,INV-0423,2026-09-10,377300,INR,card,captured,Vijay Traders,Payment for Vijay Traders
pay_000432,order_0100433,INV-0424,2026-07-22,68400,INR,netbanking,captured,Nova Technologies,Payment for Nova Technologies
pay_000433,order_0100434,INV-0425,2026-08-30,40600,INR,upi,captured,Northstar Foods,Payment for Northstar Foods
pay_000434,order_0100435,0427,2026-10-15,21200,INR,netbanking,captured,Vijay Traders,Payment for Vijay Traders
pay_000435,order_0100436,INV-0428,2026-07-23,1794300,INR,netbanking,captured,Sunrise Health,Payment for Sunrise Health
pay_000436,order_0100437,INV-0429,2026-08-19,472000,INR,upi,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000437,order_0100438,INV-0430,2026-07-26,352700,INR,netbanking,captured,Vertex Components,Payment for Vertex Components
pay_000438,order_0100439,INV-0431,2026-09-16,44400,INR,card,captured,Vertex Components,Payment for Vertex Components
pay_000439,order_0100440,INV-0432,2026-08-31,563900,INR,upi,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000440,order_0100441,,2026-09-18,212438,INR,card,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000441,order_0100442,INV-0433,2026-08-15,119162,INR,upi,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000442,order_0100443,INV-0434,2026-07-07,33200,INR,card,captured,Nova Technologies,Payment for Nova Technologies
pay_000443,order_0100444,INV-0435,2026-09-04,32900,INR,card,captured,Sunrise Health,Payment for Sunrise Health
pay_000444,order_0100445,INV-0437,2026-08-06,24000,INR,netbanking,captured,SilverOak Education,Payment for SilverOak Education
pay_000445,order_0100446,INV-0438,2026-08-30,177100,INR,netbanking,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000446,order_0100447,INV-0439,2026-07-25,565300,INR,netbanking,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000447,order_0100448,INV 0440,2026-09-01,393600,INR,netbanking,captured,Vertex Components,Payment for Vertex Components
pay_000448,order_0100449,INV 0441,2026-08-22,20800,INR,upi,captured,Nova Technologies,Payment for Nova Technologies
pay_000449,order_0100450,INV-0442,2026-08-03,55400,INR,card,captured,Kaveri Textiles,Payment for Kaveri Textiles
pay_000450,order_0100451,INV-0443,2026-08-23,171300,INR,netbanking,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000451,order_0100452,INV-0444,2026-08-24,55700,INR,card,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000452,order_0100453,INV-0445,2026-09-03,101577,INR,upi,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000453,order_0100454,INV-0445,2026-09-11,72923,INR,upi,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000454,order_0100455,INV-0446,2026-07-20,47200,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000455,order_0100456,INV-0447,2026-07-28,1600100,INR,netbanking,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000456,order_0100457,INV-0448,2026-08-03,26900,INR,card,captured,Vijay Traders,Payment for Vijay Traders
pay_000457,order_0100458,INV-0449,2026-08-18,2115700,INR,netbanking,captured,Sunrise Health,Payment for Sunrise Health
pay_000458,order_0100459,INV 0450,2026-07-20,73300,INR,upi,captured,Orion Manufacturing,Payment for Orion Manufacturing
pay_000459,order_0100460,INV-0451,2026-08-30,25500,INR,upi,captured,UrbanNest Interiors,Payment for UrbanNest Interiors
pay_000460,order_0100461,INV-0452,2026-10-11,22100,INR,card,captured,Nova Technologies,Payment for Nova Technologies
pay_000461,order_0100462,INV-0453,2026-10-12,1040600,INR,netbanking,captured,Apex Digital Services,Payment for Apex Digital Services
pay_000462,order_0100463,INV-0454,2026-07-28,385500,INR,card,captured,Northstar Foods,Payment for Northstar Foods
pay_000463,order_0100464,,2026-07-22,2301100,INR,netbanking,captured,BluePeak Consulting,Payment for BluePeak Consulting
pay_000464,order_0100465,INV-0456,2026-08-26,2466700,INR,upi,captured,GreenLeaf Distributors,Payment for GreenLeaf Distributors
pay_000465,order_0100466,INV-0457,2026-08-06,34300,INR,card,captured,Acme Retail Pvt Ltd,Payment for Acme Retail Pvt Ltd
pay_000466,order_0100467,0458,2026-09-19,2282900,INR,card,captured,Orion Manufacturing,Payment for Orion Manufacturing
