invoice_id,customer_id,customer_name,invoice_date,due_date,amount,currency,payment_terms_days,status
INV-0292,CUS-007,Orion Manufacturing,2026-07-12,2026-07-27,398700,INR,15,UNPAID
INV-0293,CUS-007,Orion Manufacturing,2026-07-29,2026-09-12,44100,INR,45,PAID
INV-0294,CUS-006,GreenLeaf Distributors,2026-07-08,2026-07-23,60100,INR,15,PAID
INV-0295,CUS-013,UrbanNest Interiors,2026-07-02,2026-08-01,2284000,INR,30,PAID
INV-0296,CUS-014,SilverOak Education,2026-07-15,2026-07-30,57700,INR,15,UNPAID
INV-0297,CUS-012,Brightline Logistics,2026-08-18,2026-08-25,18800,INR,7,PAID
INV-0298,CUS-002,Northstar Foods,2026-07-07,2026-07-14,70600,INR,7,PAID
INV-0299,CUS-007,Orion Manufacturing,2026-07-29,2026-08-13,51100,INR,15,PAID
INV-0300,CUS-005,BluePeak Consulting,2026-07-15,2026-08-14,70600,INR,30,PAID
INV-0301,CUS-003,Nova Technologies,2026-08-12,2026-08-27,55300,INR,15,PAID
INV-0302,CUS-007,Orion Manufacturing,2026-08-05,2026-09-19,241000,INR,45,PAID
INV-0303,CUS-007,Orion Manufacturing,2026-07-10,2026-08-09,2262600,INR,30,PAID
INV-0304,CUS-004,Vijay Traders,2026-07-20,2026-08-04,2342800,INR,15,UNPAID
INV-0305,CUS-009,Metro Office Systems,2026-08-03,2026-08-18,204400,INR,15,PAID
INV-0306,CUS-015,Vertex Components,2026-07-29,2026-08-28,20300,INR,30,PAID
INV-0307,CUS-011,Kaveri Textiles,2026-08-08,2026-08-15,49600,INR,7,PAID
INV-0308,CUS-014,SilverOak Education,2026-08-28,2026-09-27,88900,INR,30,UNPAID
INV-0309,CUS-012,Brightline Logistics,2026-07-08,2026-08-22,1170100,INR,45,PARTIAL
INV-0310,CUS-009,Metro Office Systems,2026-07-21,2026-08-20,318500,INR,30,PAID
INV-0311,CUS-009,Metro Office Systems,2026-08-26,2026-10-10,428800,INR,45,PARTIAL
INV-0312,CUS-006,GreenLeaf Distributors,2026-07-21,2026-09-04,68800,INR,45,PAID
INV-0313,CUS-009,Metro Office Systems,2026-08-29,2026-10-13,47800,INR,45,PAID
INV-0314,CUS-014,SilverOak Education,2026-07-16,2026-08-30,486400,INR,45,PAID
INV-0315,CUS-008,Sunrise Health,2026-08-16,2026-09-30,48600,INR,45,PAID
INV-0316,CUS-009,Metro Office Systems,2026-08-01,2026-08-16,31800,INR,15,PAID
INV-0317,CUS-002,Northstar Foods,2026-08-22,2026-08-29,18100,INR,7,PAID
INV-0318,CUS-001,Acme Retail Pvt Ltd,2026-07-14,2026-08-28,2083300,INR,45,PAID
INV-0319,CUS-009,Metro Office Systems,2026-08-05,2026-09-19,316800,INR,45,PAID
INV-0320,CUS-014,SilverOak Education,2026-08-14,2026-09-28,45400,INR,45,PAID
INV-0321,CUS-010,Apex Digital Services,2026-08-03,2026-09-02,27000,INR,30,PAID
INV-0322,CUS-007,Orion Manufacturing,2026-07-30,2026-08-14,23700,INR,15,PAID
INV-0323,CUS-007,Orion Manufacturing,2026-07-25,2026-09-08,19400,INR,45,PAID
INV-0324,CUS-007,Orion Manufacturing,2026-08-11,2026-09-10,32400,INR,30,PAID
INV-0325,CUS-015,Vertex Components,2026-08-25,2026-10-09,478500,INR,45,PARTIAL
INV-0326,CUS-010,Apex Digital Services,2026-08-12,2026-08-19,22500,INR,7,UNPAID
INV-0327,CUS-010,Apex Digital Services,2026-07-10,2026-08-24,55300,INR,45,PAID
INV-0328,CUS-014,SilverOak Education,2026-07-25,2026-08-24,27800,INR,30,PAID
INV-0329,CUS-006,GreenLeaf Distributors,2026-07-04,2026-07-11,443500,INR,7,PAID
INV-0330,CUS-010,Apex Digital Services,2026-08-08,2026-09-22,1395600,INR,45,PAID
INV-0331,CUS-006,GreenLeaf Distributors,2026-08-05,2026-09-19,2419700,INR,45,PAID
INV-0332,CUS-010,Apex Digital Services,2026-07-19,2026-08-03,1005300,INR,15,PAID
INV-0333,CUS-011,Kaveri Textiles,2026-07-10,2026-08-24,26100,INR,45,UNPAID
INV-0334,CUS-008,Sunrise Health,2026-07-24,2026-08-23,1114000,INR,30,PAID
INV-0335,CUS-009,Metro Office Systems,2026-08-02,2026-09-16,20600,INR,45,PAID
INV-0336,CUS-013,UrbanNest Interiors,2026-07-21,2026-09-04,18300,INR,45,PAID
INV-0337,CUS-009,Metro Office Systems,2026-08-27,2026-09-11,66600,INR,15,PAID
INV-0338,CUS-005,BluePeak Consulting,2026-07-18,2026-09-01,168400,INR,45,PAID
INV-0339,CUS-008,Sunrise Health,2026-08-20,2026-08-27,1308000,INR,7,PAID
INV-0340,CUS-004,Vijay Traders,2026-07-30,2026-08-06,102700,INR,7,PARTIAL
INV-0341,CUS-007,Orion Manufacturing,2026-08-21,2026-09-20,57100,INR,30,PAID
INV-0342,CUS-010,Apex Digital Services,2026-08-14,2026-08-29,172700,INR,15,PAID
INV-0343,CUS-012,Brightline Logistics,2026-08-10,2026-09-24,1567800,INR,45,PAID
INV-0344,CUS-013,UrbanNest Interiors,2026-07-26,2026-08-25,87700,INR,30,PAID
INV-0345,CUS-009,Metro Office Systems,2026-07-02,2026-08-16,23300,INR,45,PAID
INV-0346,CUS-013,UrbanNest Interiors,2026-08-20,2026-10-04,47100,INR,45,PAID
INV-0347,CUS-003,Nova Technologies,2026-08-15,2026-09-29,2459300,INR,45,PAID
INV-0348,CUS-009,Metro Office Systems,2026-08-02,2026-09-16,31900,INR,45,PAID
INV-0349,CUS-004,Vijay Traders,2026-08-12,2026-09-11,645100,INR,30,UNPAID
INV-0350,CUS-006,GreenLeaf Distributors,2026-08-20,2026-10-04,40500,INR,45,PAID
INV-0351,CUS-009,Metro Office Systems,2026-08-05,2026-08-20,59100,INR,15,PAID
INV-0352,CUS-001,Acme Retail Pvt Ltd,2026-07-31,2026-08-07,25500,INR,7,PAID
INV-0353,CUS-012,Brightline Logistics,2026-07-10,2026-08-09,1177800,INR,30,PAID
INV-0354,CUS-002,Northstar Foods,2026-07-29,2026-09-12,26100,INR,45,PAID
INV-0355,CUS-006,GreenLeaf Distributors,2026-08-11,2026-08-18,87600,INR,7,PAID
INV-0356,CUS-006,GreenLeaf Distributors,2026-08-05,2026-09-19,51800,INR,45,PAID
INV-0357,CUS-011,Kaveri Textiles,2026-07-28,2026-09-11,1146500,INR,45,PAID
INV-0358,CUS-007,Orion Manufacturing,2026-07-01,2026-07-16,23200,INR,15,PAID
INV-0359,CUS-009,Metro Office Systems,2026-07-12,2026-08-11,287400,INR,30,PAID
INV-0360,CUS-008,Sunrise Health,2026-08-03,2026-09-02,33200,INR,30,PAID
INV-0361,CUS-014,SilverOak Education,2026-07-30,2026-08-14,25600,INR,15,PAID
INV-0362,CUS-006,GreenLeaf Distributors,2026-07-08,2026-07-23,45900,INR,15,PAID
INV-0363,CUS-007,Orion Manufacturing,2026-08-08,2026-08-23,1108600,INR,15,PAID
INV-0364,CUS-012,Brightline Logistics,2026-08-28,2026-09-12,48500,INR,15,PAID
INV-0365,CUS-014,SilverOak Education,2026-07-29,2026-08-05,88700,INR,7,PAID
INV-0366,CUS-007,Orion Manufacturing,2026-08-05,2026-09-19,1861900,INR,45,PAID
INV-0367,CUS-002,Northstar Foods,2026-08-06,2026-08-13,54900,INR,7,PAID
INV-0368,CUS-003,Nova Technologies,2026-08-19,2026-10-03,32400,INR,45,PAID
INV-0369,CUS-005,BluePeak Consulting,2026-08-19,2026-09-18,636300,INR,30,PAID
INV-0370,CUS-007,Orion Manufacturing,2026-07-07,2026-07-22,113200,INR,15,PAID
INV-0371,CUS-014,SilverOak Education,2026-07-06,2026-08-20,79700,INR,45,PAID
INV-0372,CUS-010,Apex Digital Services,2026-08-14,2026-09-13,72300,INR,30,PAID
INV-0373,CUS-014,SilverOak Education,2026-07-14,2026-07-21,57900,INR,7,PAID
INV-0374,CUS-012,Brightline Logistics,2026-07-19,2026-08-18,32600,INR,30,PAID
INV-0375,CUS-013,UrbanNest Interiors,2026-08-20,2026-10-04,54100,INR,45,PAID
INV-0376,CUS-012,Brightline Logistics,2026-07-21,2026-08-05,158200,INR,15,PAID
INV-0377,CUS-007,Orion Manufacturing,2026-07-29,2026-08-05,805000,INR,7,PAID
INV-0378,CUS-005,BluePeak Consulting,2026-08-14,2026-09-13,29600,INR,30,PARTIAL
INV-0379,CUS-014,SilverOak Education,2026-08-16,2026-08-23,29700,INR,7,PAID
INV-0380,CUS-007,Orion Manufacturing,2026-07-14,2026-08-28,209900,INR,45,PAID
INV-0381,CUS-010,Apex Digital Services,2026-07-09,2026-08-23,26700,INR,45,PAID
INV-0382,CUS-013,UrbanNest Interiors,2026-08-23,2026-10-07,1017600,INR,45,PAID
INV-0383,CUS-007,Orion Manufacturing,2026-07-13,2026-07-28,34600,INR,15,PAID
INV-0384,CUS-005,BluePeak Consulting,2026-07-06,2026-08-05,35000,INR,30,PAID
INV-0385,CUS-005,BluePeak Consulting,2026-08-16,2026-08-31,28900,INR,15,PAID
INV-0386,CUS-002,Northstar Foods,2026-07-09,2026-07-24,31200,INR,15,PAID
INV-0387,CUS-014,SilverOak Education,2026-07-08,2026-08-22,1250200,INR,45,PAID
INV-0388,CUS-013,UrbanNest Interiors,2026-07-07,2026-07-14,58800,INR,7,PAID
INV-0389,CUS-014,SilverOak Education,2026-08-18,2026-09-02,34400,INR,15,PAID
INV-0390,CUS-003,Nova Technologies,2026-07-29,2026-08-28,996000,INR,30,PAID
INV-0391,CUS-008,Sunrise Health,2026-08-25,2026-09-09,20200,INR,15,PAID
INV-0392,CUS-007,Orion Manufacturing,2026-07-23,2026-09-06,157200,INR,45,PAID
INV-0393,CUS-004,Vijay Traders,2026-08-05,2026-09-04,83400,INR,30,PAID
INV-0394,CUS-009,Metro Office Systems,2026-07-13,2026-08-27,1284200,INR,45,PAID
INV-0395,CUS-004,Vijay Traders,2026-08-01,2026-08-08,104900,INR,7,PAID
INV-0396,CUS-014,SilverOak Education,2026-08-23,2026-10-07,1066100,INR,45,UNPAID
INV-0397,CUS-013,UrbanNest Interiors,2026-07-05,2026-07-12,43400,INR,7,PAID
INV-0398,CUS-001,Acme Retail Pvt Ltd,2026-08-20,2026-10-04,2141800,INR,45,PAID
INV-0399,CUS-007,Orion Manufacturing,2026-07-06,2026-07-21,44200,INR,15,UNPAID
INV-0400,CUS-003,Nova Technologies,2026-08-04,2026-09-03,359800,INR,30,PAID
INV-0401,CUS-012,Brightline Logistics,2026-08-24,2026-09-08,19400,INR,15,PAID
INV-0402,CUS-010,Apex Digital Services,2026-07-04,2026-08-03,35000,INR,30,PAID
INV-0403,CUS-003,Nova Technologies,2026-08-14,2026-08-21,490300,INR,7,PAID
INV-0404,CUS-003,Nova Technologies,2026-08-17,2026-09-16,468500,INR,30,PAID
INV-0405,CUS-005,BluePeak Consulting,2026-08-03,2026-08-10,24700,INR,7,PAID
INV-0406,CUS-009,Metro Office Systems,2026-07-24,2026-07-31,332100,INR,7,PAID
INV-0407,CUS-013,UrbanNest Interiors,2026-07-07,2026-07-14,23800,INR,7,PARTIAL
INV-0408,CUS-001,Acme Retail Pvt Ltd,2026-07-16,2026-07-23,58600,INR,7,UNPAID
INV-0409,CUS-014,SilverOak Education,2026-07-03,2026-08-17,201600,INR,45,PAID
INV-0410,CUS-002,Northstar Foods,2026-08-06,2026-09-05,65700,INR,30,PAID
INV-0411,CUS-009,Metro Office Systems,2026-07-03,2026-08-17,290500,INR,45,PAID
INV-0412,CUS-009,Metro Office Systems,2026-07-30,2026-08-06,219400,INR,7,PAID
INV-0413,CUS-004,Vijay Traders,2026-07-30,2026-08-29,89700,INR,30,PAID
INV-0414,CUS-015,Vertex Components,2026-07-27,2026-08-03,241800,INR,7,PAID
INV-0415,CUS-011,Kaveri Textiles,2026-07-25,2026-08-24,1280400,INR,30,PAID
INV-0416,CUS-001,Acme Retail Pvt Ltd,2026-07-10,2026-08-09,1258400,INR,30,PAID
INV-0417,CUS-006,GreenLeaf Distributors,2026-07-30,2026-08-06,937400,INR,7,PAID
INV-0418,CUS-010,Apex Digital Services,2026-07-04,2026-08-18,153500,INR,45,PAID
INV-0419,CUS-006,GreenLeaf Distributors,2026-08-29,2026-10-13,56200,INR,45,PAID
INV-0420,CUS-004,Vijay Traders,2026-07-09,2026-07-16,1973100,INR,7,PAID
INV-0421,CUS-002,Northstar Foods,2026-08-04,2026-09-03,226200,INR,30,PARTIAL
INV-0422,CUS-002,Northstar Foods,2026-07-11,2026-08-10,42000,INR,30,PAID
INV-0423,CUS-004,Vijay Traders,2026-07-23,2026-09-06,377300,INR,45,PAID
INV-0424,CUS-003,Nova Technologies,2026-07-02,2026-08-16,68400,INR,45,PAID
INV-0425,CUS-002,Northstar Foods,2026-08-21,2026-09-05,40600,INR,15,PAID
INV-0426,CUS-007,Orion Manufacturing,2026-07-24,2026-07-31,32900,INR,7,UNPAID
INV-0427,CUS-004,Vijay Traders,2026-08-27,2026-10-11,21200,INR,45,PAID
INV-0428,CUS-008,Sunrise Health,2026-07-04,2026-07-19,1794300,INR,15,PAID
INV-0429,CUS-011,Kaveri Textiles,2026-07-28,2026-08-12,472000,INR,15,PAID
INV-0430,CUS-015,Vertex Components,2026-07-10,2026-07-17,352700,INR,7,PAID
INV-0431,CUS-015,Vertex Components,2026-08-05,2026-09-19,44400,INR,45,PAID
INV-0432,CUS-011,Kaveri Textiles,2026-08-26,2026-09-10,563900,INR,15,PAID
INV-0433,CUS-006,GreenLeaf Distributors,2026-07-31,2026-09-14,331600,INR,45,PAID
INV-0434,CUS-003,Nova Technologies,2026-07-02,2026-08-01,33200,INR,30,PAID
INV-0435,CUS-008,Sunrise Health,2026-08-03,2026-09-02,32900,INR,30,PAID
INV-0436,CUS-004,Vijay Traders,2026-07-18,2026-07-25,446700,INR,7,UNPAID
INV-0437,CUS-014,SilverOak Education,2026-07-12,2026-07-27,24000,INR,15,PAID
INV-0438,CUS-006,GreenLeaf Distributors,2026-08-06,2026-08-21,177100,INR,15,PAID
INV-0439,CUS-001,Acme Retail Pvt Ltd,2026-07-06,2026-07-13,565300,INR,7,PAID
INV-0440,CUS-015,Vertex Components,2026-08-09,2026-08-24,393600,INR,15,PAID
INV-0441,CUS-003,Nova Technologies,2026-08-07,2026-08-22,20800,INR,15,PAID
INV-0442,CUS-011,Kaveri Textiles,2026-07-26,2026-08-02,55400,INR,7,PAID
INV-0443,CUS-007,Orion Manufacturing,2026-08-20,2026-10-04,171300,INR,45,PAID
INV-0444,CUS-010,Apex Digital Services,2026-08-22,2026-09-06,55700,INR,15,PAID
INV-0445,CUS-001,Acme Retail Pvt Ltd,2026-08-14,2026-09-28,174500,INR,45,PARTIAL
INV-0446,CUS-010,Apex Digital Services,2026-07-15,2026-07-22,47200,INR,7,PAID
INV-0447,CUS-006,GreenLeaf Distributors,2026-07-11,2026-07-18,1600100,INR,7,PAID
INV-0448,CUS-004,Vijay Traders,2026-07-16,2026-07-23,26900,INR,7,PAID
INV-0449,CUS-008,Sunrise Health,2026-08-16,2026-09-30,2115700,INR,45,PAID
INV-0450,CUS-007,Orion Manufacturing,2026-07-07,2026-08-21,73300,INR,45,PAID
INV-0451,CUS-013,UrbanNest Interiors,2026-08-24,2026-08-31,25500,INR,7,PAID
INV-0452,CUS-003,Nova Technologies,2026-08-26,2026-10-10,22100,INR,45,PAID
INV-0453,CUS-010,Apex Digital Services,2026-08-27,2026-10-11,1040600,INR,45,PAID
INV-0454,CUS-002,Northstar Foods,2026-07-22,2026-08-06,385500,INR,15,PAID
INV-0455,CUS-005,BluePeak Consulting,2026-07-16,2026-07-23,2301100,INR,7,PAID
INV-0456,CUS-006,GreenLeaf Distributors,2026-07-01,2026-08-15,2466700,INR,45,PAID
INV-0457,CUS-001,Acme Retail Pvt Ltd,2026-07-14,2026-07-29,34300,INR,15,PAID
INV-0458,CUS-007,Orion Manufacturing,2026-07-31,2026-09-14,2282900,INR,45,PAID
INV-0459,CUS-015,Vertex Components,2026-07-25,2026-08-24,1362700,INR,30,PAID
INV-0460,CUS-004,Vijay Traders,2026-08-23,2026-09-22,32400,INR,30,PAID
INV-0461,CUS-013,UrbanNest Interiors,2026-08-04,2026-09-18,699800,INR,45,PAID
INV-0462,CUS-007,Orion Manufacturing,2026-08-04,2026-09-18,196500,INR,45,PAID
INV-0463,CUS-015,Vertex Components,2026-08-24,2026-08-31,69200,INR,7,PAID
INV-0464,CUS-013,UrbanNest Interiors,2026-07-29,2026-08-13,89700,INR,15,PAID
INV-0465,CUS-002,Northstar Foods,2026-08-13,2026-09-27,356900,INR,45,PAID
INV-0466,CUS-012,Brightline Logistics,2026-08-28,2026-09-04,327800,INR,7,PARTIAL
INV-0467,CUS-009,Metro Office Systems,2026-07-30,2026-08-06,33900,INR,7,PAID
INV-0468,CUS-003,Nova Technologies,2026-08-06,2026-08-13,419300,INR,7,PARTIAL
INV-0469,CUS-015,Vertex Components,2026-07-23,2026-09-06,2091100,INR,45,PAID
INV-0470,CUS-005,BluePeak Consulting,2026-07-26,2026-08-10,33800,INR,15,PAID
INV-0471,CUS-015,Vertex Components,2026-07-22,2026-08-06,294600,INR,15,PAID
INV-0472,CUS-014,SilverOak Education,2026-08-20,2026-09-19,25900,INR,30,UNPAID
INV-0473,CUS-004,Vijay Traders,2026-07-09,2026-08-08,438200,INR,30,PAID
INV-0474,CUS-010,Apex Digital Services,2026-08-11,2026-08-18,1834200,INR,7,PAID
INV-0475,CUS-014,SilverOak Education,2026-07-24,2026-07-31,165100,INR,7,PAID
INV-0476,CUS-007,Orion Manufacturing,2026-07-09,2026-07-16,22400,INR,7,PAID
INV-0477,CUS-008,Sunrise Health,2026-07-04,2026-08-03,2021100,INR,30,PAID
INV-0478,CUS-002,Northstar Foods,2026-08-13,2026-08-20,2446500,INR,7,PAID
INV-0479,CUS-014,SilverOak Education,2026-07-31,2026-08-30,26800,INR,30,PAID
INV-0480,CUS-007,Orion Manufacturing,2026-07-04,2026-07-19,79900,INR,15,PAID
INV-0481,CUS-011,Kaveri Textiles,2026-07-14,2026-08-13,34600,INR,30,PAID
INV-0482,CUS-003,Nova Technologies,2026-08-11,2026-08-26,103400,INR,15,PAID
INV-0483,CUS-005,BluePeak Consulting,2026-08-15,2026-09-14,1642600,INR,30,PAID
INV-0484,CUS-008,Sunrise Health,2026-07-20,2026-09-03,103000,INR,45,PAID
INV-0485,CUS-010,Apex Digital Services,2026-08-08,2026-09-07,25600,INR,30,PAID
INV-0486,CUS-005,BluePeak Consulting,2026-08-10,2026-09-09,53300,INR,30,PAID
INV-0487,CUS-013,UrbanNest Interiors,2026-07-16,2026-07-23,60600,INR,7,PAID
INV-0488,CUS-011,Kaveri Textiles,2026-08-01,2026-08-31,1825700,INR,30,PAID
INV-0489,CUS-010,Apex Digital Services,2026-08-15,2026-08-30,1228600,INR,15,PARTIAL
INV-0490,CUS-011,Kaveri Textiles,2026-07-23,2026-08-22,83000,INR,30,PAID
INV-0491,CUS-008,Sunrise Health,2026-07-09,2026-08-08,473800,INR,30,PAID
INV-0492,CUS-004,Vijay Traders,2026-07-23,2026-08-07,422800,INR,15,PAID
INV-0493,CUS-005,BluePeak Consulting,2026-07-30,2026-08-06,30000,INR,7,PAID
INV-0494,CUS-004,Vijay Traders,2026-08-02,2026-08-09,27700,INR,7,PARTIAL
INV-0495,CUS-003,Nova Technologies,2026-07-09,2026-07-24,60900,INR,15,PAID
INV-0496,CUS-012,Brightline Logistics,2026-07-12,2026-07-19,358400,INR,7,PAID
INV-0497,CUS-001,Acme Retail Pvt Ltd,2026-07-29,2026-08-28,78900,INR,30,PAID
INV-0498,CUS-013,UrbanNest Interiors,2026-08-19,2026-08-26,1907000,INR,7,PAID
INV-0499,CUS-008,Sunrise Health,2026-07-25,2026-08-01,18900,INR,7,PARTIAL
INV-0500,CUS-013,UrbanNest Interiors,2026-08-23,2026-09-07,74600,INR,15,PAID
