entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,credit_type,description,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
pay_000100,payment,0,892137,913700,INR,18274,3289,False,True,2026-07-28,2026-09-12,setl_000020,,default,Payment for Nova Technologies,pay_000100,UTR20260000000021,order_0100101,,netbanking,,,,
pay_000098,payment,0,45556,46100,INR,461,83,False,True,2026-09-04,2026-10-01,setl_000021,,default,Payment for Northstar Foods,pay_000098,UTR20260000000022,order_0100099,,upi,,,,
pay_000060,payment,0,362928,371700,INR,7434,1338,False,True,2026-08-15,2026-10-01,setl_000021,,default,Payment for Northstar Foods,pay_000060,UTR20260000000022,order_0100061,,card,Visa,SBIN,debit,
pay_000477,payment,0,33100,33900,INR,678,122,False,True,2026-08-05,2026-10-01,setl_000021,,default,Payment for Metro Office Systems,pay_000477,UTR20260000000022,order_0100478,,card,RuPay,HDFC,credit,
pay_000146,payment,0,351699,360200,INR,7204,1297,False,True,2026-07-29,2026-10-01,setl_000021,,default,Payment for Metro Office Systems,pay_000146,UTR20260000000022,order_0100147,,netbanking,,,,
pay_000286,payment,0,25777,26400,INR,528,95,False,True,2026-09-29,2026-10-01,setl_000021,,default,Payment for Sunrise Health,pay_000286,UTR20260000000022,order_0100287,,card,RuPay,SBIN,credit,
pay_000412,payment,0,24117,24700,INR,494,89,False,True,2026-08-16,2026-10-01,setl_000021,,default,Payment for BluePeak Consulting,pay_000412,UTR20260000000022,order_0100413,,netbanking,,,,
pay_000103,payment,0,1224874,1239500,INR,12395,2231,False,True,2026-08-12,2026-10-01,setl_000021,,default,Payment for Vijay Traders,pay_000103,UTR20260000000022,order_0100104,,upi,,,,
pay_000459,payment,0,25199,25500,INR,255,46,False,True,2026-08-30,2026-09-01,setl_000022,,default,Payment for UrbanNest Interiors,pay_000459,UTR20260000000023,order_0100460,,upi,,,,
pay_000413,payment,0,324262,332100,INR,6642,1196,False,True,2026-08-04,2026-09-01,setl_000022,,default,Payment for Metro Office Systems,pay_000413,UTR20260000000023,order_0100414,,netbanking,,,,
pay_000164,payment,0,212660,217800,INR,4356,784,False,True,2026-08-16,2026-09-01,setl_000022,,default,Payment for Orion Manufacturing,pay_000164,UTR20260000000023,order_0100165,,card,RuPay,HDFC,debit,
pay_000512,payment,0,10928,11059,INR,111,20,False,True,2026-08-06,2026-09-01,setl_000022,,default,Payment for Sunrise Health,pay_000512,UTR20260000000023,order_0100513,,upi,,,,
pay_000474,payment,0,348477,356900,INR,7138,1285,False,True,2026-08-23,2026-09-01,setl_000022,,default,Payment for Northstar Foods,pay_000474,UTR20260000000023,order_0100475,,card,Visa,AXIS,debit,
pay_000315,payment,0,733909,751648,INR,15033,2706,False,True,2026-07-16,2026-09-01,setl_000022,,default,Payment for Brightline Logistics,pay_000315,UTR20260000000023,order_0100316,,card,MasterCard,HDFC,debit,
pay_000370,payment,0,1095519,1108600,INR,11086,1995,False,True,2026-08-18,2026-09-01,setl_000022,,default,Payment for Orion Manufacturing,pay_000370,UTR20260000000023,order_0100371,,upi,,,,
pay_000357,payment,0,39544,40500,INR,810,146,False,True,2026-09-23,2026-09-24,setl_000023,,default,Payment for GreenLeaf Distributors,pay_000357,UTR20260000000024,order_0100358,,netbanking,,,,
pay_000054,payment,0,464864,476100,INR,9522,1714,False,True,2026-08-17,2026-09-24,setl_000023,,default,Payment for SilverOak Education,pay_000054,UTR20260000000024,order_0100055,,netbanking,,,,
pay_000481,payment,0,33002,33800,INR,676,122,False,True,2026-08-20,2026-09-24,setl_000023,,default,Payment for BluePeak Consulting,pay_000481,UTR20260000000024,order_0100482,,netbanking,,,,
pay_000113,payment,0,22333,22600,INR,226,41,False,True,2026-09-10,2026-09-24,setl_000023,,default,Payment for Sunrise Health,pay_000113,UTR20260000000024,order_0100114,,upi,,,,
pay_000245,payment,0,476971,488500,INR,9770,1759,False,True,2026-07-06,2026-09-24,setl_000023,,default,Payment for Apex Digital Services,pay_000245,UTR20260000000024,order_0100246,,netbanking,,,,
pay_000099,payment,0,23238,23800,INR,476,86,False,True,2026-07-23,2026-09-24,setl_000023,,default,Payment for SilverOak Education,pay_000099,UTR20260000000024,order_0100100,,card,RuPay,AXIS,credit,
pay_000388,payment,0,207423,209900,INR,2099,378,False,True,2026-07-24,2026-09-24,setl_000023,,default,Payment for Orion Manufacturing,pay_000388,UTR20260000000024,order_0100389,,upi,,,,
pay_000127,payment,0,40814,41800,INR,836,150,False,True,2026-09-09,2026-10-03,setl_000024,,default,Payment for Kaveri Textiles,pay_000127,UTR20260000000025,order_0100128,,netbanking,,,,
pay_000478,payment,0,239989,245790,INR,4916,885,False,True,2026-08-25,2026-10-03,setl_000024,,default,Payment for Nova Technologies,pay_000478,UTR20260000000025,order_0100479,,card,RuPay,AXIS,debit,
pay_000215,payment,0,159806,163668,INR,3273,589,False,True,2026-07-31,2026-10-03,setl_000024,,default,Payment for Sunrise Health,pay_000215,UTR20260000000025,order_0100216,,card,Visa,HDFC,debit,
pay_000038,payment,0,8354,8454,INR,85,15,False,True,2026-09-20,2026-10-03,setl_000024,,default,Payment for Brightline Logistics,pay_000038,UTR20260000000025,order_0100039,,upi,,,,
pay_000194,payment,0,20700,21200,INR,424,76,False,True,2026-10-01,2026-10-03,setl_000024,,default,Payment for Kaveri Textiles,pay_000194,UTR20260000000025,order_0100195,,card,MasterCard,AXIS,credit,
pay_000516,payment,0,2251021,2277900,INR,22779,4100,False,True,2026-08-28,2026-10-03,setl_000024,,default,Payment for Northstar Foods,pay_000516,UTR20260000000025,order_0100517,,upi,,,,
pay_000293,payment,0,14432,14781,INR,296,53,False,True,2026-09-13,2026-10-03,setl_000024,,default,Payment for Apex Digital Services,pay_000293,UTR20260000000025,order_0100294,,netbanking,,,,
pay_000136,payment,0,18401,18620,INR,186,33,False,True,2026-07-27,2026-09-18,setl_000025,,default,Payment for Brightline Logistics,pay_000136,UTR20260000000026,order_0100137,,upi,,,,
pay_000360,payment,0,1150004,1177800,INR,23556,4240,False,True,2026-08-09,2026-09-18,setl_000025,,default,Payment for Brightline Logistics,pay_000360,UTR20260000000026,order_0100361,,card,Visa,AXIS,credit,
pay_000423,payment,0,1228702,1258400,INR,25168,4530,False,True,2026-07-26,2026-09-18,setl_000025,,default,Payment for Acme Retail Pvt Ltd,pay_000423,UTR20260000000026,order_0100424,,card,Visa,AXIS,credit,
pay_000061,payment,0,73816,75600,INR,1512,272,False,True,2026-08-23,2026-09-18,setl_000025,,default,Payment for Kaveri Textiles,pay_000061,UTR20260000000026,order_0100062,,netbanking,,,,
pay_000209,payment,0,966538,989900,INR,19798,3564,False,True,2026-09-01,2026-09-18,setl_000025,,default,Payment for Acme Retail Pvt Ltd,pay_000209,UTR20260000000026,order_0100210,,netbanking,,,,
pay_000438,payment,0,43352,44400,INR,888,160,False,True,2026-09-16,2026-09-18,setl_000025,,default,Payment for Vertex Components,pay_000438,UTR20260000000026,order_0100439,,card,Visa,ICIC,debit,
pay_000095,payment,0,105737,107000,INR,1070,193,False,True,2026-08-27,2026-09-18,setl_000025,,default,Payment for Kaveri Textiles,pay_000095,UTR20260000000026,order_0100096,,upi,,,,
pay_000458,payment,0,72435,73300,INR,733,132,False,True,2026-07-20,2026-09-14,setl_000026,,default,Payment for Orion Manufacturing,pay_000458,UTR20260000000027,order_0100459,,upi,,,,
pay_000268,payment,0,486735,498500,INR,9970,1795,False,True,2026-08-11,2026-09-14,setl_000026,,default,Payment for Vijay Traders,pay_000268,UTR20260000000027,order_0100269,,netbanking,,,,
pay_000039,payment,0,41497,42500,INR,850,153,False,True,2026-08-02,2026-09-14,setl_000026,,default,Payment for Metro Office Systems,pay_000039,UTR20260000000027,order_0100040,,card,RuPay,HDFC,debit,
pay_000152,payment,0,25777,26400,INR,528,95,False,True,2026-09-11,2026-09-14,setl_000026,,default,Payment for SilverOak Education,pay_000152,UTR20260000000027,order_0100153,,netbanking,,,,
pay_000504,payment,0,29292,30000,INR,600,108,False,True,2026-08-17,2026-09-14,setl_000026,,default,Payment for BluePeak Consulting,pay_000504,UTR20260000000027,order_0100505,,netbanking,,,,
pay_000482,payment,0,287647,294600,INR,5892,1061,False,True,2026-08-07,2026-09-14,setl_000026,,default,Payment for Vertex Components,pay_000482,UTR20260000000027,order_0100483,,netbanking,,,,
pay_000029,payment,0,307629,315064,INR,6301,1134,False,True,2026-09-09,2026-09-14,setl_000026,,default,Payment for Sunrise Health,pay_000029,UTR20260000000027,order_0100030,,card,MasterCard,AXIS,debit,
pay_000350,payment,0,170662,172700,INR,1727,311,False,True,2026-09-06,2026-09-08,setl_000027,,default,Payment for Apex Digital Services,pay_000350,UTR20260000000028,order_0100351,,upi,,,,
pay_000464,payment,0,2437593,2466700,INR,24667,4440,False,True,2026-08-26,2026-09-08,setl_000027,,default,Payment for GreenLeaf Distributors,pay_000464,UTR20260000000028,order_0100465,,upi,,,,
pay_000496,payment,0,52042,53300,INR,1066,192,False,True,2026-08-11,2026-09-08,setl_000027,,default,Payment for BluePeak Consulting,pay_000496,UTR20260000000028,order_0100497,,card,Visa,ICIC,debit,
pay_000264,payment,0,70496,72200,INR,1444,260,False,True,2026-08-24,2026-09-08,setl_000027,,default,Payment for Apex Digital Services,pay_000264,UTR20260000000028,order_0100265,,card,MasterCard,SBIN,debit,
pay_000373,payment,0,1817959,1861900,INR,37238,6703,False,True,2026-08-15,2026-09-08,setl_000027,,default,Payment for Orion Manufacturing,pay_000373,UTR20260000000028,order_0100374,,card,MasterCard,AXIS,debit,
pay_000402,payment,0,1253893,1284200,INR,25684,4623,False,True,2026-07-23,2026-09-08,setl_000027,,default,Payment for Metro Office Systems,pay_000402,UTR20260000000028,order_0100403,,card,MasterCard,ICIC,debit,
pay_000297,payment,0,1314356,1346125,INR,26923,4846,False,True,2026-08-31,2026-09-08,setl_000027,,default,Payment for Sunrise Health,pay_000297,UTR20260000000028,order_0100298,,card,Visa,SBIN,credit,
pay_000305,payment,0,69767,70600,INR,706,127,False,True,2026-07-16,2026-09-09,setl_000028,,default,Payment for Northstar Foods,pay_000305,UTR20260000000029,order_0100306,,upi,,,,
pay_000367,payment,0,32416,33200,INR,664,120,False,True,2026-08-20,2026-09-09,setl_000028,,default,Payment for Sunrise Health,pay_000367,UTR20260000000029,order_0100368,,card,Visa,ICIC,debit,
pay_000130,payment,0,416044,426100,INR,8522,1534,False,True,2026-09-01,2026-09-09,setl_000028,,default,Payment for BluePeak Consulting,pay_000130,UTR20260000000029,order_0100131,,netbanking,,,,
pay_000033,payment,0,8305,8506,INR,170,31,False,True,2026-08-11,2026-09-09,setl_000028,,default,Payment for SilverOak Education,pay_000033,UTR20260000000029,order_0100034,,netbanking,,,,
pay_000022,payment,0,317015,320800,INR,3208,577,False,True,2026-08-29,2026-09-09,setl_000028,,default,Payment for Nova Technologies,pay_000022,UTR20260000000029,order_0100023,,upi,,,,
pay_000407,payment,0,355554,359800,INR,3598,648,False,True,2026-09-07,2026-09-09,setl_000028,,default,Payment for Nova Technologies,pay_000407,UTR20260000000029,order_0100408,,upi,,,,
pay_000484,payment,0,1790913,1834200,INR,36684,6603,False,True,2026-08-13,2026-09-09,setl_000028,,default,Payment for Apex Digital Services,pay_000484,UTR20260000000029,order_0100485,,netbanking,,,,
pay_000007,payment,0,18140,18579,INR,372,67,False,True,2026-08-25,2026-09-14,setl_000029,,default,Payment for SilverOak Education,pay_000007,UTR20260000000030,order_0100008,,netbanking,,,,
pay_000489,payment,0,26168,26800,INR,536,96,False,True,2026-09-01,2026-09-14,setl_000029,,default,Payment for SilverOak Education,pay_000489,UTR20260000000030,order_0100490,,netbanking,,,,
pay_000263,payment,0,62685,64200,INR,1284,231,False,True,2026-09-12,2026-09-14,setl_000029,,default,Payment for UrbanNest Interiors,pay_000263,UTR20260000000030,order_0100264,,netbanking,,,,
pay_000503,payment,0,412822,422800,INR,8456,1522,False,True,2026-08-02,2026-09-14,setl_000029,,default,Payment for Vijay Traders,pay_000503,UTR20260000000030,order_0100504,,netbanking,,,,
pay_000169,payment,0,59951,61400,INR,1228,221,False,True,2026-08-02,2026-09-14,setl_000029,,default,Payment for Acme Retail Pvt Ltd,pay_000169,UTR20260000000030,order_0100170,,card,Visa,SBIN,credit,
pay_000236,payment,0,2019586,2068400,INR,41368,7446,False,True,2026-07-17,2026-09-14,setl_000029,,default,Payment for Metro Office Systems,pay_000236,UTR20260000000030,order_0100237,,card,MasterCard,SBIN,debit,
pay_000226,payment,0,32905,33700,INR,674,121,False,True,2026-09-03,2026-09-14,setl_000029,,default,Payment for SilverOak Education,pay_000226,UTR20260000000030,order_0100227,,netbanking,,,,
pay_000288,payment,0,469593,475200,INR,4752,855,False,True,2026-08-11,2026-10-09,setl_000030,,default,Payment for Kaveri Textiles,pay_000288,UTR20260000000031,order_0100289,,upi,,,,
pay_000270,payment,0,235605,241300,INR,4826,869,False,True,2026-10-08,2026-10-09,setl_000030,,default,Payment for Apex Digital Services,pay_000270,UTR20260000000031,order_0100271,,netbanking,,,,
pay_000271,payment,0,71765,73500,INR,1470,265,False,True,2026-08-12,2026-10-09,setl_000030,,default,Payment for Brightline Logistics,pay_000271,UTR20260000000031,order_0100272,,netbanking,,,,
pay_000249,payment,0,129574,132706,INR,2654,478,False,True,2026-08-12,2026-10-09,setl_000030,,default,Payment for Orion Manufacturing,pay_000249,UTR20260000000031,order_0100250,,netbanking,,,,
pay_000517,payment,0,907466,929400,INR,18588,3346,False,True,2026-08-03,2026-10-09,setl_000030,,default,Payment for Northstar Foods,pay_000517,UTR20260000000031,order_0100518,,card,MasterCard,ICIC,debit,
pay_000067,payment,0,23629,24200,INR,484,87,False,True,2026-08-05,2026-10-09,setl_000030,,default,Payment for Orion Manufacturing,pay_000067,UTR20260000000031,order_0100068,,card,Visa,HDFC,debit,
pay_000320,payment,0,67176,68800,INR,1376,248,False,True,2026-09-06,2026-10-09,setl_000030,,default,Payment for GreenLeaf Distributors,pay_000320,UTR20260000000031,order_0100321,,netbanking,,,,
pay_000452,payment,0,100378,101577,INR,1016,183,False,True,2026-09-03,2026-09-14,setl_000031,,default,Payment for Acme Retail Pvt Ltd,pay_000452,UTR20260000000032,order_0100453,,upi,,,,
pay_000453,payment,0,72063,72923,INR,729,131,False,True,2026-09-11,2026-09-14,setl_000031,,default,Payment for Acme Retail Pvt Ltd,pay_000453,UTR20260000000032,order_0100454,,upi,,,,
pay_000078,payment,0,27339,28000,INR,560,101,False,True,2026-07-15,2026-09-14,setl_000031,,default,Payment for Vertex Components,pay_000078,UTR20260000000032,order_0100079,,netbanking,,,,
pay_000192,payment,0,330609,338600,INR,6772,1219,False,True,2026-08-16,2026-09-14,setl_000031,,default,Payment for SilverOak Education,pay_000192,UTR20260000000032,order_0100193,,netbanking,,,,
pay_000153,payment,0,45062,45600,INR,456,82,False,True,2026-08-16,2026-09-14,setl_000031,,default,Payment for Nova Technologies,pay_000153,UTR20260000000032,order_0100154,,upi,,,,
pay_000178,payment,0,61565,62300,INR,623,112,False,True,2026-08-26,2026-09-14,setl_000031,,default,Payment for Apex Digital Services,pay_000178,UTR20260000000032,order_0100179,,upi,,,,
pay_000010,payment,0,26753,27400,INR,548,99,False,True,2026-08-11,2026-09-14,setl_000031,,default,Payment for SilverOak Education,pay_000010,UTR20260000000032,order_0100011,,netbanking,,,,
pay_000043,payment,0,28999,29700,INR,594,107,False,True,2026-08-19,2026-09-30,setl_000032,,default,Payment for Nova Technologies,pay_000043,UTR20260000000033,order_0100044,,netbanking,,,,
pay_000075,payment,0,76354,78200,INR,1564,282,False,True,2026-09-14,2026-09-30,setl_000032,,default,Payment for Orion Manufacturing,pay_000075,UTR20260000000033,order_0100076,,netbanking,,,,
pay_000494,payment,0,100569,103000,INR,2060,371,False,True,2026-08-30,2026-09-30,setl_000032,,default,Payment for Sunrise Health,pay_000494,UTR20260000000033,order_0100495,,card,RuPay,AXIS,credit,
pay_000469,payment,0,20447,20941,INR,419,75,False,True,2026-09-27,2026-09-30,setl_000032,,default,Payment for Vijay Traders,pay_000469,UTR20260000000033,order_0100470,,netbanking,,,,
pay_000374,payment,0,53604,54900,INR,1098,198,False,True,2026-08-11,2026-09-30,setl_000032,,default,Payment for Northstar Foods,pay_000374,UTR20260000000033,order_0100375,,netbanking,,,,
pay_000108,payment,0,16933,17342,INR,347,62,False,True,2026-08-15,2026-09-30,setl_000032,,default,Payment for Kaveri Textiles,pay_000108,UTR20260000000033,order_0100109,,netbanking,,,,
pay_000085,payment,0,32319,33100,INR,662,119,False,True,2026-07-15,2026-09-30,setl_000032,,default,Payment for Brightline Logistics,pay_000085,UTR20260000000033,order_0100086,,card,Visa,AXIS,credit,
pay_000267,payment,0,1333958,1366200,INR,27324,4918,False,True,2026-10-08,2026-10-10,setl_000033,,default,Payment for Sunrise Health,pay_000267,UTR20260000000034,order_0100268,,netbanking,,,,
pay_000147,payment,0,18454,18900,INR,378,68,False,True,2026-07-21,2026-10-10,setl_000033,,default,Payment for Northstar Foods,pay_000147,UTR20260000000034,order_0100148,,netbanking,,,,
pay_000230,payment,0,86997,89100,INR,1782,321,False,True,2026-07-26,2026-10-10,setl_000033,,default,Payment for Orion Manufacturing,pay_000230,UTR20260000000034,order_0100231,,card,Visa,ICIC,credit,
pay_000132,payment,0,73132,74900,INR,1498,270,False,True,2026-08-28,2026-10-10,setl_000033,,default,Payment for Apex Digital Services,pay_000132,UTR20260000000034,order_0100133,,netbanking,,,,
pay_000117,payment,0,33100,33900,INR,678,122,False,True,2026-08-17,2026-10-10,setl_000033,,default,Payment for Vijay Traders,pay_000117,UTR20260000000034,order_0100118,,netbanking,,,,
pay_000395,payment,0,1220695,1250200,INR,25004,4501,False,True,2026-07-14,2026-10-10,setl_000033,,default,Payment for SilverOak Education,pay_000395,UTR20260000000034,order_0100396,,card,Visa,HDFC,debit,
pay_000003,payment,0,2231660,2285600,INR,45712,8228,False,True,2026-08-18,2026-10-10,setl_000033,,default,Payment for Metro Office Systems,pay_000003,UTR20260000000034,order_0100004,,netbanking,,,,
pay_000348,payment,0,59415,60851,INR,1217,219,False,True,2026-08-12,2026-08-31,setl_000034,,default,Payment for Vijay Traders,pay_000348,UTR20260000000035,order_0100349,,netbanking,,,,
pay_000137,payment,0,15798,16180,INR,324,58,False,True,2026-07-25,2026-08-31,setl_000034,,default,Payment for Brightline Logistics,pay_000137,UTR20260000000035,order_0100138,,netbanking,,,,
pay_000435,payment,0,1751955,1794300,INR,35886,6459,False,True,2026-07-23,2026-08-31,setl_000034,,default,Payment for Sunrise Health,pay_000435,UTR20260000000035,order_0100436,,netbanking,,,,
pay_000368,payment,0,25298,25600,INR,256,46,False,True,2026-08-12,2026-08-31,setl_000034,,default,Payment for SilverOak Education,pay_000368,UTR20260000000035,order_0100369,,upi,,,,
pay_000014,payment,0,2355174,2412100,INR,48242,8684,False,True,2026-08-26,2026-08-31,setl_000034,,default,Payment for Nova Technologies,pay_000014,UTR20260000000035,order_0100015,,card,MasterCard,ICIC,debit,
pay_000253,payment,0,826824,846808,INR,16936,3048,False,True,2026-08-13,2026-08-31,setl_000034,,default,Payment for Brightline Logistics,pay_000253,UTR20260000000035,order_0100254,,card,MasterCard,AXIS,debit,
pay_000080,payment,0,478045,489600,INR,9792,1763,False,True,2026-08-29,2026-08-31,setl_000034,,default,Payment for GreenLeaf Distributors,pay_000080,UTR20260000000035,order_0100081,,netbanking,,,,
pay_000149,payment,0,275442,282100,INR,5642,1016,False,True,2026-07-10,2026-08-21,setl_000035,,default,Payment for BluePeak Consulting,pay_000149,UTR20260000000036,order_0100150,,netbanking,,,,
pay_000205,payment,0,471630,483030,INR,9661,1739,False,True,2026-08-19,2026-08-21,setl_000035,,default,Payment for Metro Office Systems,pay_000205,UTR20260000000036,order_0100206,,netbanking,,,,
pay_000139,payment,0,464454,470000,INR,4700,846,False,True,2026-08-08,2026-08-21,setl_000035,,default,Payment for Apex Digital Services,pay_000139,UTR20260000000036,order_0100140,,upi,,,,
pay_000418,payment,0,287072,290500,INR,2905,523,False,True,2026-08-05,2026-08-21,setl_000035,,default,Payment for Metro Office Systems,pay_000418,UTR20260000000036,order_0100419,,upi,,,,
pay_000432,payment,0,66786,68400,INR,1368,246,False,True,2026-07-22,2026-08-21,setl_000035,,default,Payment for Nova Technologies,pay_000432,UTR20260000000036,order_0100433,,netbanking,,,,
pay_000265,payment,0,1509871,1527900,INR,15279,2750,False,True,2026-07-21,2026-08-21,setl_000035,,default,Payment for Vijay Traders,pay_000265,UTR20260000000036,order_0100266,,upi,,,,
pay_000172,payment,0,2414667,2443500,INR,24435,4398,False,True,2026-07-24,2026-08-21,setl_000035,,default,Payment for Northstar Foods,pay_000172,UTR20260000000036,order_0100173,,upi,,,,
pay_000437,payment,0,344376,352700,INR,7054,1270,False,True,2026-07-26,2026-09-16,setl_000036,,default,Payment for Vertex Components,pay_000437,UTR20260000000037,order_0100438,,netbanking,,,,
pay_000448,payment,0,20555,20800,INR,208,37,False,True,2026-08-22,2026-09-16,setl_000036,,default,Payment for Nova Technologies,pay_000448,UTR20260000000037,order_0100449,,upi,,,,
pay_000524,payment,0,427858,438200,INR,8764,1578,False,True,2026-08-14,2026-09-16,setl_000036,,default,Payment for Vertex Components,pay_000524,UTR20260000000037,order_0100525,,card,RuPay,AXIS,credit,
pay_000162,payment,0,19235,19700,INR,394,71,False,True,2026-09-14,2026-09-16,setl_000036,,default,Payment for Nova Technologies,pay_000162,UTR20260000000037,order_0100163,,card,RuPay,HDFC,credit,
pay_000422,payment,0,1250183,1280400,INR,25608,4609,False,True,2026-09-03,2026-09-16,setl_000036,,default,Payment for Kaveri Textiles,pay_000422,UTR20260000000037,order_0100423,,netbanking,,,,
pay_000063,payment,0,1186038,1200200,INR,12002,2160,False,True,2026-08-10,2026-09-16,setl_000036,,default,Payment for Vijay Traders,pay_000063,UTR20260000000037,order_0100064,,upi,,,,
pay_000023,payment,0,28855,29200,INR,292,53,False,True,2026-08-16,2026-09-16,setl_000036,,default,Payment for Kaveri Textiles,pay_000023,UTR20260000000037,order_0100024,,upi,,,,
pay_000157,payment,0,2056787,2106500,INR,42130,7583,False,True,2026-09-26,2026-10-13,setl_000037,,default,Payment for Sunrise Health,pay_000157,UTR20260000000038,order_0100158,,card,RuPay,AXIS,credit,
pay_000375,payment,0,32018,32400,INR,324,58,False,True,2026-09-05,2026-10-13,setl_000037,,default,Payment for Nova Technologies,pay_000375,UTR20260000000038,order_0100376,,upi,,,,
pay_000513,payment,0,72839,74600,INR,1492,269,False,True,2026-09-07,2026-10-13,setl_000037,,default,Payment for UrbanNest Interiors,pay_000513,UTR20260000000038,order_0100514,,card,MasterCard,SBIN,debit,
pay_000260,payment,0,85533,87600,INR,1752,315,False,True,2026-09-04,2026-10-13,setl_000037,,default,Payment for Nova Technologies,pay_000260,UTR20260000000038,order_0100261,,card,Visa,AXIS,credit,
pay_000461,payment,0,1016042,1040600,INR,20812,3746,False,True,2026-10-12,2026-10-13,setl_000037,,default,Payment for Apex Digital Services,pay_000461,UTR20260000000038,order_0100462,,netbanking,,,,
pay_000144,payment,0,279446,286200,INR,5724,1030,False,True,2026-07-11,2026-10-13,setl_000037,,default,Payment for Orion Manufacturing,pay_000144,UTR20260000000038,order_0100145,,card,Visa,AXIS,debit,
pay_000518,payment,0,708964,726100,INR,14522,2614,False,True,2026-07-29,2026-10-13,setl_000037,,default,Payment for Acme Retail Pvt Ltd,pay_000518,UTR20260000000038,order_0100519,,netbanking,,,,
pay_000480,payment,0,2041750,2091100,INR,41822,7528,False,True,2026-08-12,2026-09-28,setl_000038,,default,Payment for Vertex Components,pay_000480,UTR20260000000039,order_0100481,,card,RuPay,SBIN,debit,
pay_000447,payment,0,384311,393600,INR,7872,1417,False,True,2026-09-01,2026-09-28,setl_000038,,default,Payment for Vertex Components,pay_000447,UTR20260000000039,order_0100448,,netbanking,,,,
pay_000439,payment,0,557246,563900,INR,5639,1015,False,True,2026-08-31,2026-09-28,setl_000038,,default,Payment for Kaveri Textiles,pay_000439,UTR20260000000039,order_0100440,,upi,,,,
pay_000189,payment,0,60927,62400,INR,1248,225,False,True,2026-07-10,2026-09-28,setl_000038,,default,Payment for Nova Technologies,pay_000189,UTR20260000000039,order_0100190,,netbanking,,,,
pay_000248,payment,0,210603,215694,INR,4314,777,False,True,2026-09-26,2026-09-28,setl_000038,,default,Payment for Orion Manufacturing,pay_000248,UTR20260000000039,order_0100249,,card,Visa,ICIC,debit,
pay_000020,payment,0,18253,18694,INR,374,67,False,True,2026-07-18,2026-09-28,setl_000038,,default,Payment for UrbanNest Interiors,pay_000020,UTR20260000000039,order_0100021,,card,MasterCard,AXIS,credit,
pay_000018,payment,0,54549,55200,INR,552,99,False,True,2026-07-21,2026-09-28,setl_000038,,default,Payment for UrbanNest Interiors,pay_000018,UTR20260000000039,order_0100019,,upi,,,,
pay_000188,payment,0,19270,19500,INR,195,35,False,True,2026-08-10,2026-09-24,setl_000039,,default,Payment for Sunrise Health,pay_000188,UTR20260000000040,order_0100189,,upi,,,,
pay_000211,payment,0,65809,67400,INR,1348,243,False,True,2026-09-03,2026-09-24,setl_000039,,default,Payment for SilverOak Education,pay_000211,UTR20260000000040,order_0100212,,card,RuPay,ICIC,credit,
pay_000138,payment,0,69324,71000,INR,1420,256,False,True,2026-09-06,2026-09-24,setl_000039,,default,Payment for Brightline Logistics,pay_000138,UTR20260000000040,order_0100139,,netbanking,,,,
pay_000257,payment,0,723415,740900,INR,14818,2667,False,True,2026-07-15,2026-09-24,setl_000039,,default,Payment for Orion Manufacturing,pay_000257,UTR20260000000040,order_0100258,,card,MasterCard,AXIS,credit,
pay_000122,payment,0,412627,422600,INR,8452,1521,False,True,2026-09-22,2026-09-24,setl_000039,,default,Payment for UrbanNest Interiors,pay_000122,UTR20260000000040,order_0100123,,card,RuPay,SBIN,debit,
pay_000256,payment,0,1658415,1698500,INR,33970,6115,False,True,2026-07-24,2026-09-24,setl_000039,,default,Payment for SilverOak Education,pay_000256,UTR20260000000040,order_0100257,,card,RuPay,AXIS,debit,
pay_000004,payment,0,266655,273100,INR,5462,983,False,True,2026-07-29,2026-09-24,setl_000039,,default,Payment for Apex Digital Services,pay_000004,UTR20260000000040,order_0100005,,netbanking,,,,
pay_000309,payment,0,102275,104747,INR,2095,377,False,True,2026-08-12,2026-09-08,setl_000040,,default,Payment for Orion Manufacturing,pay_000309,UTR20260000000041,order_0100310,,card,RuPay,HDFC,debit,
pay_000096,payment,0,248137,251100,INR,2511,452,False,True,2026-07-28,2026-09-08,setl_000040,,default,Payment for Brightline Logistics,pay_000096,UTR20260000000041,order_0100097,,upi,,,,
pay_000116,payment,0,2224142,2277900,INR,45558,8200,False,True,2026-09-02,2026-09-08,setl_000040,,default,Payment for Northstar Foods,pay_000116,UTR20260000000041,order_0100117,,card,RuPay,HDFC,credit,
pay_000182,payment,0,2069089,2119100,INR,42382,7629,False,True,2026-09-06,2026-09-08,setl_000040,,default,Payment for Nova Technologies,pay_000182,UTR20260000000041,order_0100183,,netbanking,,,,
pay_000302,payment,0,58682,60100,INR,1202,216,False,True,2026-07-31,2026-09-08,setl_000040,,default,Payment for GreenLeaf Distributors,pay_000302,UTR20260000000041,order_0100303,,card,MasterCard,ICIC,debit,
pay_000231,payment,0,725075,742600,INR,14852,2673,False,True,2026-08-31,2026-09-08,setl_000040,,default,Payment for BluePeak Consulting,pay_000231,UTR20260000000041,order_0100232,,netbanking,,,,
pay_000284,payment,0,765693,784200,INR,15684,2823,False,True,2026-08-29,2026-09-08,setl_000040,,default,Payment for Kaveri Textiles,pay_000284,UTR20260000000041,order_0100285,,netbanking,,,,
