invoice_id,payment_id,settlement_id,bank_txn_id,relationship
INV-0429,pay_000436,setl_000059,BANK-000059,invoice_payment
INV-0430,pay_000437,setl_000036,BANK-000036,invoice_payment
INV-0431,pay_000438,setl_000025,BANK-000025,invoice_payment
INV-0432,pay_000439,setl_000038,BANK-000038,invoice_payment
INV-0433,pay_000440,setl_000044,BANK-000044,invoice_payment
INV-0433,pay_000441,setl_000066,BANK-000066,invoice_payment
INV-0434,pay_000442,setl_000046,BANK-000046,invoice_payment
INV-0435,pay_000443,setl_000055,BANK-000055,invoice_payment
INV-0437,pay_000444,setl_000041,BANK-000041,invoice_payment
INV-0438,pay_000445,setl_000060,BANK-000060,invoice_payment
INV-0439,pay_000446,setl_000058,BANK-000058,invoice_payment
INV-0440,pay_000447,setl_000038,BANK-000038,invoice_payment
INV-0441,pay_000448,setl_000036,BANK-000036,invoice_payment
INV-0442,pay_000449,setl_000014,BANK-000014,invoice_payment
INV-0443,pay_000450,setl_000020,BANK-000020,invoice_payment
INV-0444,pay_000451,setl_000015,BANK-000015,invoice_payment
INV-0445,pay_000452,setl_000031,BANK-000031,invoice_payment
INV-0445,pay_000453,setl_000031,BANK-000031,invoice_payment
INV-0446,pay_000454,setl_000007,BANK-000007,invoice_payment
INV-0447,pay_000455,setl_000074,BANK-000074,invoice_payment
INV-0448,pay_000456,setl_000064,BANK-000064,invoice_payment
INV-0449,pay_000457,setl_000072,BANK-000072,invoice_payment
INV-0450,pay_000458,setl_000026,BANK-000026,invoice_payment
INV-0451,pay_000459,setl_000022,BANK-000022,invoice_payment
INV-0452,pay_000460,setl_000005,BANK-000005,invoice_payment
INV-0453,pay_000461,setl_000037,BANK-000037,invoice_payment
INV-0454,pay_000462,setl_000001,BANK-000001,invoice_payment
INV-0455,pay_000463,setl_000073,BANK-000073,invoice_payment
INV-0456,pay_000464,setl_000027,BANK-000027,invoice_payment
INV-0457,pay_000465,setl_000053,BANK-000053,invoice_payment
INV-0458,pay_000466,setl_000007,BANK-000007,invoice_payment
INV-0459,pay_000467,setl_000041,BANK-000041,invoice_payment
INV-0460,pay_000468,setl_000054,BANK-000054,invoice_payment
INV-0460,pay_000469,setl_000032,BANK-000032,invoice_payment
INV-0461,pay_000470,setl_000044,BANK-000044,invoice_payment
INV-0462,pay_000471,setl_000057,BANK-000057,invoice_payment
INV-0463,pay_000472,setl_000042,BANK-000042,invoice_payment
INV-0464,pay_000473,setl_000069,BANK-000069,invoice_payment
INV-0465,pay_000474,setl_000022,BANK-000022,invoice_payment
INV-0466,pay_000475,setl_000057,BANK-000057,invoice_payment
INV-0466,pay_000476,setl_000066,BANK-000066,invoice_payment
INV-0467,pay_000477,setl_000021,BANK-000021,invoice_payment
INV-0468,pay_000478,setl_000024,BANK-000024,invoice_payment
INV-0468,pay_000479,setl_000006,BANK-000006,invoice_payment
INV-0469,pay_000480,setl_000038,BANK-000038,invoice_payment
INV-0470,pay_000481,setl_000023,BANK-000023,invoice_payment
INV-0471,pay_000482,setl_000026,BANK-000026,invoice_payment
INV-0473,pay_000483,setl_000003,BANK-000003,invoice_payment
INV-0474,pay_000484,setl_000028,BANK-000028,invoice_payment
INV-0475,pay_000485,setl_000061,BANK-000061,invoice_payment
INV-0476,pay_000486,setl_000001,BANK-000001,invoice_payment
INV-0477,pay_000487,setl_000061,BANK-000061,invoice_payment
INV-0478,pay_000488,setl_000004,BANK-000004,invoice_payment
INV-0479,pay_000489,setl_000029,BANK-000029,invoice_payment
INV-0480,pay_000490,setl_000020,BANK-000020,invoice_payment
INV-0481,pay_000491,setl_000065,BANK-000065,invoice_payment
INV-0482,pay_000492,setl_000050,BANK-000050,invoice_payment
INV-0483,pay_000493,setl_000065,BANK-000065,invoice_payment
INV-0484,pay_000494,setl_000032,BANK-000032,invoice_payment
INV-0485,pay_000495,setl_000005,BANK-000005,invoice_payment
INV-0486,pay_000496,setl_000027,BANK-000027,invoice_payment
INV-0487,pay_000497,setl_000055,BANK-000055,invoice_payment
INV-0488,pay_000498,setl_000042,BANK-000042,invoice_payment
INV-0489,pay_000499,setl_000055,BANK-000055,invoice_payment
INV-0489,pay_000500,setl_000047,BANK-000047,invoice_payment
INV-0490,pay_000501,setl_000008,BANK-000008,invoice_payment
INV-0491,pay_000502,setl_000065,BANK-000065,invoice_payment
INV-0492,pay_000503,setl_000029,BANK-000029,invoice_payment
INV-0493,pay_000504,setl_000026,BANK-000026,invoice_payment
INV-0494,pay_000505,setl_000047,BANK-000047,invoice_payment
INV-0494,pay_000506,setl_000058,BANK-000058,invoice_payment
INV-0495,pay_000507,setl_000061,BANK-000061,invoice_payment
INV-0496,pay_000508,setl_000005,BANK-000005,invoice_payment
INV-0497,pay_000509,setl_000018,BANK-000018,invoice_payment
INV-0498,pay_000510,setl_000009,BANK-000009,invoice_payment
INV-0499,pay_000511,setl_000004,BANK-000004,invoice_payment
INV-0499,pay_000512,setl_000022,BANK-000022,invoice_payment
INV-0500,pay_000513,setl_000037,BANK-000037,invoice_payment
INV-0302,pay_000514,setl_000003,BANK-000003,duplicate_payment
INV-0091,pay_000515,setl_000050,BANK-000050,duplicate_payment
INV-0114,pay_000516,setl_000024,BANK-000024,duplicate_payment
INV-0199,pay_000517,setl_000030,BANK-000030,duplicate_payment
INV-0291,pay_000518,setl_000037,BANK-000037,duplicate_payment
INV-0438,pay_000519,setl_000057,BANK-000057,duplicate_payment
INV-0318,pay_000520,setl_000008,BANK-000008,duplicate_payment
INV-0182,pay_000521,setl_000068,BANK-000068,duplicate_payment
INV-0461,pay_000522,setl_000062,BANK-000062,duplicate_payment
INV-0191,pay_000523,setl_000004,BANK-000004,duplicate_payment
INV-0086,pay_000524,setl_000036,BANK-000036,duplicate_payment
INV-0457,pay_000525,setl_000071,BANK-000071,duplicate_payment
INV-0062,pay_000526,setl_000059,BANK-000059,duplicate_payment
INV-0487,pay_000527,setl_000076,BANK-000076,duplicate_payment
INV-0314,pay_000528,setl_000007,BANK-000007,duplicate_payment
INV-0404,pay_000529,setl_000064,BANK-000064,duplicate_payment
INV-0080,pay_000530,setl_000019,BANK-000019,duplicate_payment
INV-0124,pay_000531,setl_000058,BANK-000058,duplicate_payment
